eng,dzo,eng_to_dzo,dzo_to_eng
"his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.",ཁོ་གིས་ དེ་ཚེ་ཕྱི་རུ་ གཱོལ་༢པ་བཙུགས་མི་འདི་ འགྲན་བསྡུར་འདི་ནང་ལུ་ གཱོལ་༦༠འབདཝ་ལས་ སྤྱི་ལོ་༡༩༩༥དང་སྤྱི་ལོ་༡༩༩༦ལུ་ ཇ་རོ་མི་ཇག་ར་དང་ མ་རི་ཡོ་ལིའུ་མིགསི་གིས་ གཱོལ༦༠དང་འདི་ལས་ལྷག་སྟེ་བཙུགས་ཡོདཔ་སྦེ་ཐོན་པའི་ཤུལ་ལུ་ ད་ལྟོ་ཚུན་ཚོད་ གཱོལདེ་སྦེ་བཙུགས་མི་རྩེད་འགྲན་པ་ དང་པ་སྦེ་ཐོན་ནུག,༉ སྤྱི་ལོ་༡༩༩༥-༩༦ ལས་ ཇཱ་རོ་མིར་ཇག་ར་དང་ མ་རི་ཡོ་ལེ་མིའུ་གཉིས་ཀྱིས་ གཱོལ་༦༠ དང་དེ་ལས་ལྷག་སྟེ་ བཙུགས་མི་ རྩེད་འགྲན་པ་འགོ་དང་པ་ཅིག་ཨིན་པས།,"His second goal that night was his 60th in the tournament, making him the first player ever to score 60 or more goals in 1995 and 1996 after Jarome Jaggers and Mario Leumix were revealed to have scored 60 or more goals."
Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.,སྤྱི་ལོ་༢༠༠༨ཀྱི་ ཨེ་མི་ར་ཀ་གི་མི་ཁུངས་ཕྱུག་ཤོས་ཀྱི་ཐོ་ནང་ལུ་ བེ་ཊེན་འདི་ རྒྱུ་དངོས་ཡུ་ཨེས་དྲོ་ལར་ཐེར་འབུམ་༢དང་ཚག་༣ཡོད་པའི་ཚོད་རྩིས་བཏོན་ཏེ་ གནས་རིམ་༡༩༠པ་ནང་ལུ་ བཀོད་དེ་འདུག,བཱ་ཊེན་འདི་ སྤྱི་ལོ་༢༠༠༨ ལུ་ ཨ་མི་རི་ཀའི་ཕྱུག་ཤོས་༤༠༠ གི་ཐོ་ནང་ དངུལ་ཀྲམ་ས་ཡ་༢.༣ ཡོད་པའི་ཚོད་དཔག་འབད་དེ་ གནས་རིམ་༡༩༠ པའི་ནང་ ཐོན་ཡོདཔ་ཨིན་པས།,"In the 2008 list of the richest Americans, Betten was ranked 190th with an estimated net worth of $2.3 billion."
He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.,ཁོ་གིས་ སྤྱི་ལོ་༡༩༥༠ལུ་ ཝར་ཇི་ནའི་གཙུག་ལག་སློབ་སྡེ་འོག་གི་ ནང་རིག་དང་ཚན་རིག་མཐོ་རིམ་སློབ་གྲྭ་ནང་ལས་མཐར་འཁྱོལ་ཡོདཔ་ལས་ མཐོ་རིམ་སློབ་གྲྭ་འདི་ལུ་ ཞལ་འདེབས་འབོར་ཆེ་ཏོག་ཏོ་སྦེ་རང་བྱིན་མི་གཅིག་ཡང་ཨིན་མས།,སྤྱི་ལོ་༡༩༥༠ ལུ་ ཝར་ཇི་ནི་ཡ་གཙུག་ལག་སློབ་སྡེ་ནང་ལས་ མཐོ་རིམ་ཤེས་ཚད་མཐར་འཁྱོལ་ཡོདཔ་ད་ གཙུག་ལག་སློབ་སྡེ་འདི་ལུ་ ཞལ་འདེབས་ཕུལ་མི་ གལ་ཅན་ཅིག་ཨིན་མས།,He graduated from the College of Philosophy and Science at the University of Virginia in 1950 and was a generous donor to the college.
Iraq's Abu Ghraib prison has been set alight during a riot.,ཨི་རག་གི་ ཨ་བུ་གྷ་རེཔ་བཙོན་ཁང་འདི་ ཟིང་འཁྲུག་ལང་པའི་སྐབས་ལུ་ མེ་སྤར་ནུག,ཨི་རག་གི་ ཨ་བུ་གྷ་རེབ་བཙོན་ཁང་ནང་ ངོ་རྒོལ་གྱི་སྐབས་ མེ་བཏང་ཡོདཔ།,Iraq’s Abu Ghraib prison opens fire amid riots.
The jail became notorious after prisoner abuse was discovered there after US forces took over.,བཙོན་ཁང་འདི་ ཡུ་ཨེས་གི་དམག་སྡེ་གིས་ རྩིས་ལེན་པའི་ཤུལ་ལུ་ བཙོན་པ་ཚུ་བང་བཙོང་ཡོདཔ་སྦེ་ཐོན་པའི་མཐའ་མར་ ངན་པའི་མིང་གཏམ་ཐོན་ནུག,བཙོན་ཁང་འདི་ ཡུ་ཨེས་ཀྱི་དམག་མི་ཚུ་གིས་ དབང་ཚད་ལེན་པའི་ཤུལ་ལས་ བཙོན་པ་ཚུ་ལུ་ ལོག་སྤྱོད་འབད་བའི་སྐོར་ལས་ ཤེས་རྟོགས་བྱུང་པའི་ཤུལ་ལས་ མིང་གཏམ་ཅན་ཅིག་ལུ་འགྱུར་ཡོདཔ་ཨིན།,The prison gained a bad reputation after it was revealed that inmates had been raped after it was taken over by the U.S. military.
"Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.",སྤྱི་ལོ་༢༠༠༨ཀྱི་ སེང་ག་པོར་གྱི་སྣུམ་འཁོར་རྒྱུག་འགྲན་ནང་ལུ་ པི་ཀོ་ཝཊ་ཇུ་ནི་ཡར་འདི་ ཕར་ནཱན་དྲོ་ཨོ་ལོན་སོ་ལུ་ ཉེན་སྲུང་སྣུམ་འཁོར་གྱི་དོནལུ་བསྒུག་སྟེ་འགྱོཝ་ཅིག་རང་ ཐུག་རྐྱེན་བྱུང་ནུག,སྤྱི་ལོ་༢༠༠༨ ལུ་ སིངྒ་པོར་གྱི་ གཱརན་ཌི་པིརིསི་ནང་ ཕར་ནན་ཌོ་ཨ་ལོན་སོ་གི་དོན་ལུ་ ཉེན་སྲུང་གི་སྣུམ་འཁོར་འབག་འོང་པའི་ཤུལ་ལས་ པི་ཀུཊ་ཆུང་བ་འདི་ ཐུག་རྐྱེན་བྱུང་ནུག།,"At the 2008 Singapore Motor Speedway, Pico Vat Jr crashed just as he was waiting for the safety car on Fernando Olonso."
"As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.",ཨོ་ལོན་སོ་གི་ཧེ་མ་འགྱོ་མི་སྣུམ་འཁོར་འདི་ ཉེན་སྲུང་སྣུམ་འཁོར་དང་མཉམ་ མར་ཁུ་བླུགས་པ་འགྱོ་སྡོདཔ་ད་ ཁོ་གིས་ གདོང་ཁ་ལུ་རྒྱུགས་ཏེ་རྒྱལ་ཁ་ཐོབ་ཅི།,ཨ་ལོན་སོ་གི་གདོང་ཁར་ སྣུམ་འཁོར་ཚུ་ ཉེན་སྲུང་སྣུམ་འཁོར་འོག་ལུ་ ས་སྣུམ་བླུགས་ནིའི་དོན་ལུ་ འགྱོ་བའི་སྐབས་ ཁོ་གིས་ རྒྱལ་ཁ་ཐོབ་ནིའི་དོན་ལུ་ ཐུམ་སྒྲིལ་འདི་ ཡར་སྤོ་ཡི།,The car ahead of Olonso was going to refuel with the safety car and he raced to the front and won.
Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.,པི་ཀོ་ཝཊ་ཇུ་ནི་ཡར་འདི་ སྤྱི་ལོ་༢༠༠༩ལུ་ ཧང་ག་རི་ཡ་ལུ་ སྣུམ་འཁོར་རྒྱུག་འགྲན་འགོ་འདྲེན་འཐབ་པའི་ཤུལ་ལུ་ བཏོན་བཏང་ནུག,སྤྱི་ལོ་༢༠༠༩ ལུ་ ཧང་གྷ་རི་ཡ་གི་ གཱརན་ཌི་པི་རིསི་གི་ཤུལ་ལས་ པི་ཀེ་ཊི་ཆུང་བ་འདི་ བཏོན་བཏང་ཡོདཔ་ཨིན།,Pikovat Jr. was knocked out in 2009 after racing cars in Hungary.
"At exactly 8:46 a.m. a hush fell across the city, marking the exact moment the first jet struck its target.",དྲོ་པ་ཆུ་ཚོད་༨དང་སྐར་མ་༤༦ཀྲིག་ཀྲི་བརྡུངམ་ཅིག་ ཁྲོམ་ནང་ལུ་ ཁུ་སིམ་སི་གི་གནས་སྟངས་ཅིག་འཚོར་ཡོདཔ་ལས་ གནམ་གྲུ་དང་པ་གིས་ སྒྲིང་ཁྱིམ་གུ་ཕོག་སར་ཤེས་ནུག,དྲོ་པ་ཆུ་ཚོད་༨:༤༦ ལུ་ ཁྲོམ་ཁར་ སྐད་ཅོར་འཐོན་ཏེ་ གནམ་གྲུ་འགོ་དང་པ་གིས་ དམིགས་གཏད་ལུ་ ཕོག་པའི་དུས་ཚོད་ངེས་བདེན་ཨིན་པས།,"At 8:46 a.m., silence filled the city, and they knew where the first plane had hit the building."
Two beams of light have been rigged up to point skywards overnight.,ཕྱི་རུ་ནུབ་ཅིག་རང་ མེ་གི་འོད་ཟེར་གཉིས་ གནམ་ཁ་ལུ་ བཏེག་བཞག་ཡོདཔ་ཨིན་མས།,འོད་ཀྱི་འོད་ཟེར་གཉིས་ མཚན་མོ་གཅིག་གི་ནང་ གནམ་ཁ་ཐུག་ལུ་ བཏོན་བཏང་ཡོདཔ་ཨིན་པས།,"One evening, two beacons of fire hung in the sky."
"Construction is ongoing for five new skyscrapers at the site, with a transportation center and memorial park in the middle.",ས་སྒོ་འདི་ནང་ལུ་ སྦུག་ནང་རང་ སྐྱེལ་འདྲེན་ལྟེ་བ་དང་ རྗེས་དྲན་གླིང་ག་དང་བཅསཔ་སྦེ་ སྒྲིང་ཁྱིམ་གསརཔ་ལྔ་རྐྱབ་པའི་བསྒང་རང་འདུག,ས་ཁོངས་འདི་ནང་ གནམ་མཁའི་ཁྱིམ་གསརཔ་༥ བཟོ་བསྐྲུན་འབད་བའི་བསྒང་ཡོདཔ་ད་ སྦུག་ལུ་ སྐྱེལ་འདྲེན་ལྟེ་བ་དང་ དྲན་རྟེན་གླིང་ག་ཚུ་ བཟོ་བསྐྲུན་འབད་དོ་ཡོདཔ་ཨིན།,"Five new apartment buildings are under construction in the middle of the site, including a transportation center and a memorial park."
"The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood.",པི་སྦི་ཨེས་ཟེར་མི་ རྒྱང་མཐོང་གི་ལས་རིམ་གྱིས་ ཨི་མི་ངོས་འཛིན་༡༢ལྷགཔ་ཅིག་ཐོབ་སྟེ་ཡོདཔ་ལས་ ལས་རིམ་འདི་ལས་ ངོས་འཛིན་མཐོ་སུ་སྦེ་ཐོབ་མི་འདི་ སི་སེམ་ཨིས་ཊིརཌ་དང་ མིས་ཊར་རོ་ཇརསི་ནེ་བར་འུཌ་གཉིས་ལས་བརྒལ་ མེདཔ་ཨིན་མས།,པི་བི་ཨེསི་ལས་རིམ་འདི་ལུ་ ཨེམ་མི་རྟགས་མ་བཅུ་གཉིས་ལྷགཔ་ཅིག་ཡོདཔ་དང་ འདི་གི་འགྲན་བསྡུར་འདི་ སེ་སམ་ཁྲོམ་ལམ་དང་ མི་སི་ཊར་རོ་ཇརས་ཀྱི་ཁྱིམ་ཚང་ལས་རྐྱངམ་ཅིག་ཐུང་ཀུ་ཡོདཔ་ཨིན།,"The PBS television show has received more than a dozen Emmy nominations, with only Sesame Stride and Mr. Rogers Neighborhood receiving more recognition than the show."
Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories.,ལས་རིམ་འདི་གི་ཐོན་རིམ་རེ་གིས་ ཀི་དེབ་དང་འཁྲིལ་ཏེ་ བརྗོད་དོན་རེ་ལུ་གཙོ་བོར་བསྟེན་ཏེ་ སྲུང་སྣ་ཚོགས་ཀྱི་སྒོ་ལས་ བལྟ་དོ་ཡོདཔ་ཨིན།,ལས་རིམ་གྱི་ལེའུ་རེ་རེ་གིས་ དམིགས་བསལ་གྱི་ཀི་དེབ་ཅིག་གི་བརྗོད་དོན་ལུ་གཙོ་བོར་བསྟེན་ཞིནམ་ལས་ སྲུང་ལེ་ཤ་ཅིག་བརྒྱུད་དེ་ བརྗོད་དོན་འདི་ འཚོལ་ཞིབ་འབད་ནི་ཨིན།,"Each version of the show looks at it through multiple storylines, focusing on each theme according to the book."
Each show would also provide recommendations for books that children should look for when they went to their library.,ལས་རིམ་རེ་གིས་ ཨ་ལུ་ཚུ་ དཔེ་མཛོད་ཁང་ནང་ལུ་འགྱོ་བའི་སྐབས་ལུ་ ཀི་དེབ་ག་ཅི་བཟུམ་ཅིག་ལྷག་དགོཔ་ཨིན་ན་གི་སྐོར་ལས་ཡང་ རྒྱབ་སྣོན་ཚུ་འབྱིནམ་ཨིན་མས།,དེ་མ་ཚད་ ལས་རིམ་རེ་རེ་གིས་ ཨ་ལུ་ཚུ་ ཁོང་རའི་དཔེ་མཛོད་ནང་འགྱོ་བའི་སྐབས་ འཚོལ་དགོ་པའི་ ཀི་དེབ་ཚུ་གི་ གྲོས་འཆར་ཚུ་ཡང་ བྱིན་ནི་ཨིན་པས།,Each program also provides recommendations on what books kids should read when they visit the library.
"John Grant, from WNED Buffalo (Reading Rainbow's home station) said ""Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read.""",ཝི་ནེཌ་བ་ཕེ་ལོ་ནང་ལས་ ཇོན་གེ་རནཊ་གིས་ རི་ཌིང་རེན་བོ་གིས་ ཨ་ལུ་ཚུ་ ཀི་དེབ་ཚུ་ ག་ཅི་འབད་ལྷག་དགོཔ་ཨིན་ན་དང་ ཀི་དེབ་ལྷག་པའི་སྐབས་ལུ་ དགའ་བ་ཚུ་ག་དེ་འབད་རང་བྱུངམ་ཨིན་ནའི་སྐོར་ལས་སྟོན་མི་འདི་གིས་ ཨ་ལུ་ཚུ་ལུ་ ཀི་དེབ་འཐུ་སྟེ་ལྷག་ནི་ནང་ སེམས་ཤུགས་འབྱིན་ཏེ་ཡོད།,"WNED Buffalo ལས་ John Grant གིས་སླབ་མི་ནང་ ""Rainbow ལྷག་མི་འདི་གིས་ ཨ་ལུ་ཚུ་ལུ་ ག་ཅི་འབད་ལྷག་དགོཔ་ཨིན་ན་ སྟོན་བྱིན་ཡོདཔ་ཨིན།",Jon Grant of Wynedd Buffalo has inspired kids to pick up a book and read by teaching children why Reading Rainbows love books and how they find love in the process of reading.
